time,value,time [s],norm_data
2026-06-24 13:58:00.227852+02:00,25.403,0.0,-0.04973584443173351
2026-06-24 13:58:00.526169+02:00,25.403,0.298317,-0.04973584443173351
2026-06-24 13:58:00.822636+02:00,25.403,0.594784,-0.04973584443173351
2026-06-24 13:58:01.113077+02:00,25.403,0.885225,-0.04973584443173351
2026-06-24 13:58:01.405652+02:00,25.397,1.1778,-0.05573584443173374
2026-06-24 13:58:01.693868+02:00,25.397,1.466016,-0.05573584443173374
2026-06-24 13:58:01.996608+02:00,25.4,1.768756,-0.052735844431733625
2026-06-24 13:58:02.287993+02:00,25.399,2.060141,-0.053735844431731294
2026-06-24 13:58:02.579219+02:00,25.397,2.351367,-0.05573584443173374
2026-06-24 13:58:02.874797+02:00,25.396,2.646945,-0.05673584443173141
2026-06-24 13:58:03.169550+02:00,25.394,2.941698,-0.05873584443173385
2026-06-24 13:58:03.465520+02:00,25.395,3.237668,-0.05773584443173263
2026-06-24 13:58:03.756876+02:00,25.397,3.529024,-0.05573584443173374
2026-06-24 13:58:04.052997+02:00,25.395,3.825145,-0.05773584443173263
2026-06-24 13:58:04.352369+02:00,25.395,4.124517,-0.05773584443173263
2026-06-24 13:58:04.649821+02:00,25.397,4.421969,-0.05573584443173374
2026-06-24 13:58:04.948888+02:00,25.391,4.721036,-0.061735844431733966
2026-06-24 13:58:05.243640+02:00,25.394,5.015788,-0.05873584443173385
2026-06-24 13:58:05.536919+02:00,25.391,5.309067,-0.061735844431733966
2026-06-24 13:58:05.832159+02:00,25.392,5.604307,-0.060735844431732744
2026-06-24 13:58:06.123053+02:00,25.395,5.895201,-0.05773584443173263
2026-06-24 13:58:06.422364+02:00,25.391,6.194512,-0.061735844431733966
2026-06-24 13:58:06.714669+02:00,25.393,6.486817,-0.05973584443173152
2026-06-24 13:58:07.006509+02:00,25.393,6.778657,-0.05973584443173152
2026-06-24 13:58:07.302420+02:00,25.391,7.074568,-0.061735844431733966
2026-06-24 13:58:07.601975+02:00,25.39,7.374123,-0.06273584443173164
2026-06-24 13:58:07.901319+02:00,25.391,7.673467,-0.061735844431733966
2026-06-24 13:58:08.201330+02:00,25.391,7.973478,-0.061735844431733966
2026-06-24 13:58:08.499390+02:00,25.391,8.271538,-0.061735844431733966
2026-06-24 13:58:08.790284+02:00,25.389,8.562432,-0.06373584443173286
2026-06-24 13:58:09.084110+02:00,25.387,8.856258,-0.06573584443173175
2026-06-24 13:58:09.378713+02:00,25.388,9.150861,-0.06473584443173053
2026-06-24 13:58:09.671782+02:00,25.387,9.44393,-0.06573584443173175
2026-06-24 13:58:09.964263+02:00,25.386,9.736411,-0.06673584443173297
2026-06-24 13:58:10.257463+02:00,25.387,10.029611,-0.06573584443173175
2026-06-24 13:58:10.556891+02:00,25.385,10.329039,-0.06773584443173064
2026-06-24 13:58:10.850689+02:00,25.386,10.622837,-0.06673584443173297
2026-06-24 13:58:11.147641+02:00,25.386,10.919789,-0.06673584443173297
2026-06-24 13:58:11.443233+02:00,25.386,11.215381,-0.06673584443173297
2026-06-24 13:58:11.740523+02:00,25.386,11.512671,-0.06673584443173297
2026-06-24 13:58:12.046469+02:00,25.384,11.818617,-0.06873584443173186
2026-06-24 13:58:12.339657+02:00,25.386,12.111805,-0.06673584443173297
2026-06-24 13:58:12.636454+02:00,25.385,12.408602,-0.06773584443173064
2026-06-24 13:58:12.929976+02:00,25.383,12.702124,-0.06973584443173309
2026-06-24 13:58:13.224725+02:00,25.382,12.996873,-0.07073584443173075
2026-06-24 13:58:13.514928+02:00,25.381,13.287076,-0.07173584443173198
2026-06-24 13:58:13.807657+02:00,25.379,13.579805,-0.07373584443173087
2026-06-24 13:58:14.103764+02:00,25.381,13.875912,-0.07173584443173198
2026-06-24 13:58:14.397957+02:00,25.381,14.170105,-0.07173584443173198
2026-06-24 13:58:14.691521+02:00,25.38,14.463669,-0.0727358444317332
2026-06-24 13:58:14.986718+02:00,25.38,14.758866,-0.0727358444317332
2026-06-24 13:58:15.276855+02:00,25.378,15.049003,-0.07473584443173209
2026-06-24 13:58:15.569346+02:00,25.377,15.341494,-0.07573584443173331
2026-06-24 13:58:15.864707+02:00,25.377,15.636855,-0.07573584443173331
2026-06-24 13:58:16.158540+02:00,25.378,15.930688,-0.07473584443173209
2026-06-24 13:58:16.456860+02:00,25.374,16.229008,-0.07873584443173343
2026-06-24 13:58:16.753422+02:00,25.372,16.52557,-0.08073584443173232
2026-06-24 13:58:17.051678+02:00,25.376,16.823826,-0.07673584443173098
2026-06-24 13:58:17.342354+02:00,25.373,17.114502,-0.0797358444317311
2026-06-24 13:58:17.636484+02:00,25.374,17.408632,-0.07873584443173343
2026-06-24 13:58:17.931084+02:00,25.373,17.703232,-0.0797358444317311
2026-06-24 13:58:18.224125+02:00,25.372,17.996273,-0.08073584443173232
2026-06-24 13:58:18.519837+02:00,25.369,18.291985,-0.08373584443173243
2026-06-24 13:58:18.818171+02:00,25.371,18.590319,-0.08173584443173354
2026-06-24 13:58:19.119905+02:00,25.371,18.892053,-0.08173584443173354
2026-06-24 13:58:19.425293+02:00,25.372,19.197441,-0.08073584443173232
2026-06-24 13:58:19.719396+02:00,25.373,19.491544,-0.0797358444317311
2026-06-24 13:58:20.016451+02:00,25.369,19.788599,-0.08373584443173243
2026-06-24 13:58:20.310113+02:00,25.369,20.082261,-0.08373584443173243
2026-06-24 13:58:20.604113+02:00,25.365,20.376261,-0.08773584443173377
2026-06-24 13:58:20.894289+02:00,25.367,20.666437,-0.08573584443173132
2026-06-24 13:58:21.189482+02:00,25.365,20.96163,-0.08773584443173377
2026-06-24 13:58:21.481692+02:00,25.368,21.25384,-0.08473584443173365
2026-06-24 13:58:21.779799+02:00,25.367,21.551947,-0.08573584443173132
2026-06-24 13:58:22.074809+02:00,25.363,21.846957,-0.08973584443173266
2026-06-24 13:58:22.364921+02:00,25.365,22.137069,-0.08773584443173377
2026-06-24 13:58:22.656934+02:00,25.365,22.429082,-0.08773584443173377
2026-06-24 13:58:22.948685+02:00,25.367,22.720833,-0.08573584443173132
2026-06-24 13:58:23.239908+02:00,25.364,23.012056,-0.08873584443173144
2026-06-24 13:58:23.530726+02:00,25.363,23.302874,-0.08973584443173266
2026-06-24 13:58:23.822895+02:00,25.363,23.595043,-0.08973584443173266
2026-06-24 13:58:24.113842+02:00,25.363,23.88599,-0.08973584443173266
2026-06-24 13:58:24.405583+02:00,25.363,24.177731,-0.08973584443173266
2026-06-24 13:58:24.698933+02:00,25.365,24.471081,-0.08773584443173377
2026-06-24 13:58:24.995680+02:00,25.362,24.767828,-0.09073584443173388
2026-06-24 13:58:25.286287+02:00,25.362,25.058435,-0.09073584443173388
2026-06-24 13:58:25.582215+02:00,25.362,25.354363,-0.09073584443173388
2026-06-24 13:58:25.874861+02:00,25.361,25.647009,-0.09173584443173155
2026-06-24 13:58:26.167673+02:00,25.358,25.939821,-0.09473584443173166
2026-06-24 13:58:26.457897+02:00,25.356,26.230045,-0.09673584443173056
2026-06-24 13:58:26.753431+02:00,25.356,26.525579,-0.09673584443173056
2026-06-24 13:58:27.044250+02:00,25.356,26.816398,-0.09673584443173056
2026-06-24 13:58:27.335743+02:00,25.357,27.107891,-0.09573584443173289
2026-06-24 13:58:27.629478+02:00,25.354,27.401626,-0.098735844431733
2026-06-24 13:58:27.922441+02:00,25.355,27.694589,-0.09773584443173178
2026-06-24 13:58:28.215739+02:00,25.353,27.987887,-0.09973584443173067
2026-06-24 13:58:28.507066+02:00,25.353,28.279214,-0.09973584443173067
2026-06-24 13:58:28.799471+02:00,25.351,28.571619,-0.10173584443173311
2026-06-24 13:58:29.093406+02:00,25.351,28.865554,-0.10173584443173311
2026-06-24 13:58:29.389267+02:00,25.35,29.161415,-0.10273584443173078
2026-06-24 13:58:29.684993+02:00,25.351,29.457141,-0.10173584443173311
2026-06-24 13:58:29.979480+02:00,25.349,29.751628,-0.103735844431732
2026-06-24 13:58:30.271663+02:00,25.347,30.043811,-0.1057358444317309
2026-06-24 13:58:30.565719+02:00,25.348,30.337867,-0.10473584443173323
2026-06-24 13:58:30.857458+02:00,25.349,30.629606,-0.103735844431732
2026-06-24 13:58:31.147705+02:00,25.348,30.919853,-0.10473584443173323
2026-06-24 13:58:31.439048+02:00,25.347,31.211196,-0.1057358444317309
2026-06-24 13:58:31.732876+02:00,25.346,31.505024,-0.10673584443173212
2026-06-24 13:58:32.025923+02:00,25.347,31.798071,-0.1057358444317309
2026-06-24 13:58:32.317889+02:00,25.345,32.090037,-0.10773584443173334
2026-06-24 13:58:32.608273+02:00,25.346,32.380421,-0.10673584443173212
2026-06-24 13:58:32.902390+02:00,25.345,32.674538,-0.10773584443173334
2026-06-24 13:58:33.204657+02:00,25.345,32.976805,-0.10773584443173334
2026-06-24 13:58:33.507023+02:00,25.345,33.279171,-0.10773584443173334
2026-06-24 13:58:33.806542+02:00,25.343,33.57869,-0.10973584443173223
2026-06-24 13:58:34.106850+02:00,25.343,33.878998,-0.10973584443173223
2026-06-24 13:58:34.409477+02:00,25.341,34.181625,-0.11173584443173112
2026-06-24 13:58:34.710075+02:00,25.343,34.482223,-0.10973584443173223
2026-06-24 13:58:35.011767+02:00,25.343,34.783915,-0.10973584443173223
2026-06-24 13:58:35.308578+02:00,25.342,35.080726,-0.11073584443173345
2026-06-24 13:58:35.605312+02:00,25.341,35.37746,-0.11173584443173112
2026-06-24 13:58:35.904104+02:00,25.34,35.676252,-0.11273584443173235
2026-06-24 13:58:36.198492+02:00,25.338,35.97064,-0.11473584443173124
2026-06-24 13:58:36.493147+02:00,25.339,36.265295,-0.11373584443173357
2026-06-24 13:58:36.783422+02:00,25.337,36.55557,-0.11573584443173246
2026-06-24 13:58:37.076682+02:00,25.337,36.84883,-0.11573584443173246
2026-06-24 13:58:37.368464+02:00,25.337,37.140612,-0.11573584443173246
2026-06-24 13:58:37.661291+02:00,25.337,37.433439,-0.11573584443173246
2026-06-24 13:58:37.953598+02:00,25.335,37.725746,-0.11773584443173135
2026-06-24 13:58:38.244707+02:00,25.335,38.016855,-0.11773584443173135
2026-06-24 13:58:38.535144+02:00,25.335,38.307292,-0.11773584443173135
2026-06-24 13:58:38.825974+02:00,25.336,38.598122,-0.11673584443173368
2026-06-24 13:58:39.119291+02:00,25.335,38.891439,-0.11773584443173135
2026-06-24 13:58:39.410148+02:00,25.335,39.182296,-0.11773584443173135
2026-06-24 13:58:39.702491+02:00,25.333,39.474639,-0.1197358444317338
2026-06-24 13:58:39.994629+02:00,25.335,39.766777,-0.11773584443173135
2026-06-24 13:58:40.289818+02:00,25.334,40.061966,-0.11873584443173257
2026-06-24 13:58:40.586764+02:00,25.333,40.358912,-0.1197358444317338
2026-06-24 13:58:40.879776+02:00,25.333,40.651924,-0.1197358444317338
2026-06-24 13:58:41.171506+02:00,25.333,40.943654,-0.1197358444317338
2026-06-24 13:58:41.465019+02:00,25.333,41.237167,-0.1197358444317338
2026-06-24 13:58:41.756287+02:00,25.332,41.528435,-0.12073584443173146
2026-06-24 13:58:42.046459+02:00,25.329,41.818607,-0.12373584443173158
2026-06-24 13:58:42.341499+02:00,25.327,42.113647,-0.12573584443173047
2026-06-24 13:58:42.631691+02:00,25.326,42.403839,-0.1267358444317317
2026-06-24 13:58:42.925150+02:00,25.327,42.697298,-0.12573584443173047
2026-06-24 13:58:43.224020+02:00,25.327,42.996168,-0.12573584443173047
2026-06-24 13:58:43.513894+02:00,25.326,43.286042,-0.1267358444317317
2026-06-24 13:58:43.811601+02:00,25.323,43.583749,-0.1297358444317318
2026-06-24 13:58:44.103983+02:00,25.322,43.876131,-0.13073584443173303
2026-06-24 13:58:44.397442+02:00,25.324,44.16959,-0.12873584443173058
2026-06-24 13:58:44.695313+02:00,25.326,44.467461,-0.1267358444317317
2026-06-24 13:58:44.986463+02:00,25.321,44.758611,-0.1317358444317307
2026-06-24 13:58:45.277583+02:00,25.323,45.049731,-0.1297358444317318
2026-06-24 13:58:45.568673+02:00,25.322,45.340821,-0.13073584443173303
2026-06-24 13:58:45.861022+02:00,25.321,45.63317,-0.1317358444317307
2026-06-24 13:58:46.168475+02:00,25.321,45.940623,-0.1317358444317307
2026-06-24 13:58:46.458725+02:00,25.319,46.230873,-0.13373584443173314
2026-06-24 13:58:46.755914+02:00,25.318,46.528062,-0.1347358444317308
2026-06-24 13:58:47.052572+02:00,25.316,46.82472,-0.13673584443173326
2026-06-24 13:58:47.341654+02:00,25.314,47.113802,-0.13873584443173215
2026-06-24 13:58:47.636103+02:00,25.312,47.408251,-0.14073584443173104
2026-06-24 13:58:47.933480+02:00,25.314,47.705628,-0.13873584443173215
2026-06-24 13:58:48.225822+02:00,25.315,47.99797,-0.13773584443173092
2026-06-24 13:58:48.515909+02:00,25.315,48.288057,-0.13773584443173092
2026-06-24 13:58:48.808589+02:00,25.315,48.580737,-0.13773584443173092
2026-06-24 13:58:49.100700+02:00,25.313,48.872848,-0.13973584443173337
2026-06-24 13:58:49.390326+02:00,25.312,49.162474,-0.14073584443173104
2026-06-24 13:58:49.682922+02:00,25.31,49.45507,-0.14273584443173348
2026-06-24 13:58:49.983706+02:00,25.309,49.755854,-0.14373584443173115
2026-06-24 13:58:50.275624+02:00,25.309,50.047772,-0.14373584443173115
2026-06-24 13:58:50.566102+02:00,25.308,50.33825,-0.14473584443173237
2026-06-24 13:58:50.857677+02:00,25.306,50.629825,-0.14673584443173127
2026-06-24 13:58:51.149094+02:00,25.307,50.921242,-0.1457358444317336
2026-06-24 13:58:51.451525+02:00,25.309,51.223673,-0.14373584443173115
2026-06-24 13:58:51.750377+02:00,25.306,51.522525,-0.14673584443173127
2026-06-24 13:58:52.047427+02:00,25.305,51.819575,-0.1477358444317325
