time,value,time [s],norm_data
2026-05-21 14:20:41.228611+02:00,25.008,0.0,0.010259701492536522
2026-05-21 14:20:41.520798+02:00,25.009,0.292187,0.011259701492537744
2026-05-21 14:20:41.828495+02:00,25.007,0.599884,0.009259701492538852
2026-05-21 14:20:42.126421+02:00,25.006,0.89781,0.00825970149253763
2026-05-21 14:20:42.416303+02:00,25.006,1.187692,0.00825970149253763
2026-05-21 14:20:42.705316+02:00,25.011,1.476705,0.013259701492536635
2026-05-21 14:20:42.998818+02:00,25.011,1.770207,0.013259701492536635
2026-05-21 14:20:43.289867+02:00,25.011,2.061256,0.013259701492536635
2026-05-21 14:20:43.579817+02:00,25.011,2.351206,0.013259701492536635
2026-05-21 14:20:43.871006+02:00,25.012,2.642395,0.014259701492537857
2026-05-21 14:20:44.169295+02:00,25.011,2.940684,0.013259701492536635
2026-05-21 14:20:44.461396+02:00,25.011,3.232785,0.013259701492536635
2026-05-21 14:20:44.754906+02:00,25.011,3.526295,0.013259701492536635
2026-05-21 14:20:45.044801+02:00,25.013,3.81619,0.01525970149253908
2026-05-21 14:20:45.345905+02:00,25.01,4.117294,0.012259701492538966
2026-05-21 14:20:45.635433+02:00,25.011,4.406822,0.013259701492536635
2026-05-21 14:20:45.931682+02:00,25.011,4.703071,0.013259701492536635
2026-05-21 14:20:46.223296+02:00,25.01,4.994685,0.012259701492538966
2026-05-21 14:20:46.519296+02:00,25.006,5.290685,0.00825970149253763
2026-05-21 14:20:46.815947+02:00,25.013,5.587336,0.01525970149253908
2026-05-21 14:20:47.106118+02:00,25.011,5.877507,0.013259701492536635
2026-05-21 14:20:47.396077+02:00,25.009,6.167466,0.011259701492537744
2026-05-21 14:20:47.695359+02:00,25.006,6.466748,0.00825970149253763
2026-05-21 14:20:47.996349+02:00,25.011,6.767738,0.013259701492536635
2026-05-21 14:20:48.289841+02:00,25.011,7.06123,0.013259701492536635
2026-05-21 14:20:48.583061+02:00,25.01,7.35445,0.012259701492538966
2026-05-21 14:20:48.875375+02:00,25.008,7.646764,0.010259701492536522
2026-05-21 14:20:49.173894+02:00,25.012,7.945283,0.014259701492537857
2026-05-21 14:20:49.465934+02:00,25.008,8.237323,0.010259701492536522
2026-05-21 14:20:49.757473+02:00,25.008,8.528862,0.010259701492536522
2026-05-21 14:20:50.051780+02:00,25.007,8.823169,0.009259701492538852
2026-05-21 14:20:50.345425+02:00,25.007,9.116814,0.009259701492538852
2026-05-21 14:20:50.635470+02:00,25.008,9.406859,0.010259701492536522
2026-05-21 14:20:50.936000+02:00,25.011,9.707389,0.013259701492536635
2026-05-21 14:20:51.232595+02:00,25.009,10.003984,0.011259701492537744
2026-05-21 14:20:51.531044+02:00,25.012,10.302433,0.014259701492537857
2026-05-21 14:20:51.820389+02:00,25.012,10.591778,0.014259701492537857
2026-05-21 14:20:52.118950+02:00,25.01,10.890339,0.012259701492538966
2026-05-21 14:20:52.408809+02:00,25.008,11.180198,0.010259701492536522
2026-05-21 14:20:52.700136+02:00,25.008,11.471525,0.010259701492536522
2026-05-21 14:20:52.987616+02:00,25.013,11.759005,0.01525970149253908
2026-05-21 14:20:53.277806+02:00,25.008,12.049195,0.010259701492536522
2026-05-21 14:20:53.572831+02:00,25.012,12.34422,0.014259701492537857
2026-05-21 14:20:53.865413+02:00,25.011,12.636802,0.013259701492536635
2026-05-21 14:20:54.159289+02:00,25.008,12.930678,0.010259701492536522
2026-05-21 14:20:54.450236+02:00,25.006,13.221625,0.00825970149253763
2026-05-21 14:20:54.741095+02:00,25.01,13.512484,0.012259701492538966
2026-05-21 14:20:55.034429+02:00,25.009,13.805818,0.011259701492537744
2026-05-21 14:20:55.326110+02:00,25.008,14.097499,0.010259701492536522
2026-05-21 14:20:55.618974+02:00,25.008,14.390363,0.010259701492536522
