# script: Stepped_tone_log.py
# csv_file: data/stepped_tone_2026-07-20_14-07-10.csv
# samplerate: 48000
# amplitude: 1.0
# output_device: Externe Kopfhörer
# port: /dev/cu.usbserial-1110
# baud: 115200
# tones: [100, 107, 115, 123, 143, 238, 241, 292, 306, 333, 495]
# dwell_s: 4.0
# notes_source: Notes/Baseplate/Baseplate_design.md, Notes/Coldplate/Coldplate.md
# run_timestamp_local: 2026-07-20T14:07:12.548114+02:00
wall_clock,t_rel_s,f_scheduled_hz,tone_index,arduino_t_ms,p2p_0,rms_0,vmax_0,vmin_0,p2p_1,rms_1,vmax_1,vmin_1
2026-07-20T14:07:13.498694+02:00,0.821,100.0,0,1374,39.0,9.44,306.0,267.0,30.0,7.33,316.0,286.0
2026-07-20T14:07:13.520158+02:00,0.843,100.0,0,1396,40.0,9.53,307.0,267.0,31.0,7.37,316.0,285.0
2026-07-20T14:07:13.542477+02:00,0.865,100.0,0,1418,39.0,9.34,306.0,267.0,29.0,7.26,315.0,286.0
2026-07-20T14:07:13.564027+02:00,0.887,100.0,0,1440,38.0,9.1,305.0,267.0,29.0,7.02,314.0,285.0
2026-07-20T14:07:13.587733+02:00,0.910,100.0,0,1461,41.0,10.03,306.0,265.0,31.0,7.83,315.0,284.0
2026-07-20T14:07:13.605990+02:00,0.928,100.0,0,1482,39.0,9.96,306.0,267.0,30.0,7.63,315.0,285.0
2026-07-20T14:07:13.628459+02:00,0.951,100.0,0,1504,37.0,9.32,304.0,267.0,30.0,7.27,315.0,285.0
2026-07-20T14:07:13.650325+02:00,0.973,100.0,0,1525,40.0,9.6,307.0,267.0,31.0,7.4,316.0,285.0
2026-07-20T14:07:13.676637+02:00,0.999,100.0,0,1546,39.0,9.53,306.0,267.0,29.0,7.3,315.0,286.0
2026-07-20T14:07:13.691052+02:00,1.014,100.0,0,1567,39.0,9.94,306.0,267.0,30.0,7.75,315.0,285.0
2026-07-20T14:07:13.713565+02:00,1.036,100.0,0,1589,39.0,9.34,305.0,266.0,29.0,7.27,314.0,285.0
2026-07-20T14:07:13.735103+02:00,1.058,100.0,0,1611,40.0,9.64,306.0,266.0,30.0,7.44,315.0,285.0
2026-07-20T14:07:13.757582+02:00,1.080,100.0,0,1633,39.0,9.51,307.0,268.0,30.0,7.35,316.0,286.0
2026-07-20T14:07:13.780393+02:00,1.103,100.0,0,1654,38.0,10.01,304.0,266.0,29.0,7.76,314.0,285.0
2026-07-20T14:07:13.805438+02:00,1.128,100.0,0,1676,39.0,9.79,306.0,267.0,31.0,7.61,316.0,285.0
2026-07-20T14:07:13.822074+02:00,1.145,100.0,0,1698,40.0,9.87,308.0,268.0,30.0,7.56,316.0,286.0
2026-07-20T14:07:13.843513+02:00,1.166,100.0,0,1719,38.0,9.01,305.0,267.0,29.0,7.07,315.0,286.0
2026-07-20T14:07:13.866559+02:00,1.189,100.0,0,1740,39.0,9.47,305.0,266.0,30.0,7.32,314.0,284.0
2026-07-20T14:07:13.891695+02:00,1.214,100.0,0,1762,41.0,9.82,308.0,267.0,31.0,7.63,317.0,286.0
2026-07-20T14:07:13.908088+02:00,1.231,100.0,0,1784,39.0,9.68,307.0,268.0,29.0,7.49,316.0,287.0
2026-07-20T14:07:13.930612+02:00,1.253,100.0,0,1806,38.0,9.46,304.0,266.0,31.0,7.33,315.0,284.0
2026-07-20T14:07:13.951017+02:00,1.273,100.0,0,1827,39.0,9.96,305.0,266.0,31.0,7.67,315.0,284.0
