# script: Stepped_tone_log.py
# csv_file: data/stepped_tone_2026-07-20_14-31-07.csv
# samplerate: 48000
# amplitude: 1.0
# output_device: Externe Kopfhörer
# port: /dev/cu.usbserial-1110
# baud: 115200
# tones: [100, 107, 115, 123, 143, 238, 241, 292, 306, 333, 495]
# dwell_s: 4.0
# notes_source: Notes/Baseplate/Baseplate_design.md, Notes/Coldplate/Coldplate.md
# run_timestamp_local: 2026-07-20T14:31:09.379516+02:00
wall_clock,t_rel_s,f_scheduled_hz,tone_index,arduino_t_ms,p2p_0,rms_0,vmax_0,vmin_0,p2p_1,rms_1,vmax_1,vmin_1
2026-07-20T14:31:12.271131+02:00,2.778,100.0,0,3314,157.0,42.39,369.0,212.0,117.0,31.65,361.0,244.0
2026-07-20T14:31:12.293439+02:00,2.800,100.0,0,3336,156.0,42.96,368.0,212.0,117.0,32.34,361.0,244.0
2026-07-20T14:31:12.315282+02:00,2.822,100.0,0,3358,154.0,42.28,367.0,213.0,116.0,31.68,361.0,245.0
2026-07-20T14:31:12.337548+02:00,2.845,100.0,0,3380,154.0,41.39,367.0,213.0,115.0,30.94,360.0,245.0
2026-07-20T14:31:12.359246+02:00,2.866,100.0,0,3402,156.0,41.34,368.0,212.0,117.0,30.94,361.0,244.0
2026-07-20T14:31:12.381617+02:00,2.889,100.0,0,3424,155.0,41.72,368.0,213.0,117.0,31.35,361.0,244.0
2026-07-20T14:31:12.402961+02:00,2.910,100.0,0,3446,152.0,39.39,366.0,214.0,115.0,29.53,360.0,245.0
2026-07-20T14:31:12.425641+02:00,2.933,100.0,0,3468,156.0,41.35,369.0,213.0,116.0,30.87,361.0,245.0
2026-07-20T14:31:12.447135+02:00,2.954,100.0,0,3490,155.0,42.51,369.0,214.0,117.0,31.83,362.0,245.0
2026-07-20T14:31:12.469527+02:00,2.977,100.0,0,3512,154.0,41.93,367.0,213.0,116.0,31.54,361.0,245.0
2026-07-20T14:31:12.491049+02:00,2.998,100.0,0,3534,157.0,42.18,368.0,211.0,117.0,31.5,361.0,244.0
2026-07-20T14:31:12.513632+02:00,3.021,100.0,0,3556,155.0,42.87,369.0,214.0,116.0,32.18,361.0,245.0
2026-07-20T14:31:12.535078+02:00,3.042,100.0,0,3578,155.0,42.12,368.0,213.0,115.0,31.62,361.0,246.0
2026-07-20T14:31:12.557675+02:00,3.065,100.0,0,3600,153.0,41.08,367.0,214.0,116.0,30.85,361.0,245.0
2026-07-20T14:31:12.579245+02:00,3.086,100.0,0,3622,156.0,41.52,368.0,212.0,116.0,31.07,361.0,245.0
2026-07-20T14:31:12.601795+02:00,3.109,100.0,0,3644,156.0,41.7,369.0,213.0,116.0,31.17,361.0,245.0
2026-07-20T14:31:12.623247+02:00,3.130,100.0,0,3666,154.0,39.84,367.0,213.0,117.0,29.96,362.0,245.0
2026-07-20T14:31:12.645769+02:00,3.153,100.0,0,3688,154.0,41.58,367.0,213.0,116.0,31.14,360.0,244.0
2026-07-20T14:31:12.667324+02:00,3.174,100.0,0,3710,156.0,42.35,368.0,212.0,117.0,31.75,361.0,244.0
2026-07-20T14:31:12.689862+02:00,3.197,100.0,0,3732,154.0,41.59,367.0,213.0,116.0,31.11,360.0,244.0
2026-07-20T14:31:12.712433+02:00,3.219,100.0,0,3755,155.0,41.46,368.0,213.0,116.0,31.12,361.0,245.0
2026-07-20T14:31:12.734783+02:00,3.242,100.0,0,3777,156.0,41.66,369.0,213.0,116.0,31.14,361.0,245.0
2026-07-20T14:31:12.757237+02:00,3.264,100.0,0,3800,155.0,41.47,368.0,213.0,117.0,31.03,361.0,244.0
2026-07-20T14:31:12.778934+02:00,3.286,100.0,0,3822,151.0,40.58,367.0,216.0,114.0,30.3,361.0,247.0
2026-07-20T14:31:12.801365+02:00,3.308,100.0,0,3844,155.0,41.26,368.0,213.0,116.0,30.93,361.0,245.0
2026-07-20T14:31:12.823091+02:00,3.330,100.0,0,3866,153.0,40.74,367.0,214.0,116.0,30.35,361.0,245.0
2026-07-20T14:31:12.845448+02:00,3.352,100.0,0,3888,154.0,41.03,368.0,214.0,115.0,30.65,360.0,245.0
2026-07-20T14:31:12.867136+02:00,3.374,100.0,0,3910,155.0,42.12,368.0,213.0,116.0,31.59,361.0,245.0
2026-07-20T14:31:12.889471+02:00,3.396,100.0,0,3932,153.0,42.22,366.0,213.0,115.0,31.68,360.0,245.0
2026-07-20T14:31:12.911111+02:00,3.418,100.0,0,3954,153.0,41.79,366.0,213.0,114.0,31.22,359.0,245.0
2026-07-20T14:31:12.933568+02:00,3.441,100.0,0,3976,154.0,42.7,367.0,213.0,115.0,32.02,360.0,245.0
2026-07-20T14:31:12.954925+02:00,3.462,100.0,0,3998,155.0,42.6,368.0,213.0,117.0,32.02,362.0,245.0
2026-07-20T14:31:12.977591+02:00,3.485,100.0,0,4020,153.0,40.79,367.0,214.0,116.0,30.6,361.0,245.0
2026-07-20T14:31:12.998913+02:00,3.506,100.0,0,4042,153.0,40.74,367.0,214.0,115.0,30.4,360.0,245.0
2026-07-20T14:31:13.021661+02:00,3.529,100.0,0,4064,154.0,41.27,367.0,213.0,116.0,30.95,361.0,245.0
2026-07-20T14:31:13.042931+02:00,3.550,100.0,0,4086,152.0,39.02,366.0,214.0,115.0,29.26,360.0,245.0
2026-07-20T14:31:13.065530+02:00,3.573,100.0,0,4108,152.0,40.86,366.0,214.0,114.0,30.57,359.0,245.0
2026-07-20T14:31:13.086956+02:00,3.594,100.0,0,4130,158.0,42.49,369.0,211.0,117.0,31.86,361.0,244.0
2026-07-20T14:31:13.109612+02:00,3.617,100.0,0,4152,154.0,41.86,367.0,213.0,115.0,31.39,360.0,245.0
2026-07-20T14:31:13.131149+02:00,3.638,100.0,0,4174,151.0,41.47,364.0,213.0,116.0,31.14,360.0,244.0
2026-07-20T14:31:13.153617+02:00,3.661,100.0,0,4196,153.0,42.58,366.0,213.0,115.0,32.0,359.0,244.0
2026-07-20T14:31:13.175253+02:00,3.682,100.0,0,4218,154.0,42.13,368.0,214.0,115.0,31.62,361.0,246.0
2026-07-20T14:31:13.197856+02:00,3.705,100.0,0,4240,155.0,40.87,367.0,212.0,116.0,30.68,360.0,244.0
2026-07-20T14:31:13.219272+02:00,3.726,100.0,0,4262,152.0,40.88,366.0,214.0,114.0,30.62,359.0,245.0
2026-07-20T14:31:13.241938+02:00,3.749,100.0,0,4284,154.0,41.53,368.0,214.0,115.0,31.11,361.0,246.0
2026-07-20T14:31:13.263353+02:00,3.770,100.0,0,4306,154.0,39.65,368.0,214.0,115.0,29.71,361.0,246.0
2026-07-20T14:31:13.285921+02:00,3.793,100.0,0,4328,153.0,41.01,366.0,213.0,115.0,30.74,360.0,245.0
2026-07-20T14:31:13.307455+02:00,3.814,100.0,0,4350,156.0,42.1,368.0,212.0,115.0,31.56,360.0,245.0
2026-07-20T14:31:13.330018+02:00,3.837,100.0,0,4372,154.0,41.49,368.0,214.0,115.0,31.02,360.0,245.0
2026-07-20T14:31:13.352414+02:00,3.859,100.0,0,4395,153.0,40.88,367.0,214.0,115.0,30.69,361.0,246.0
2026-07-20T14:31:13.374932+02:00,3.882,100.0,0,4417,155.0,41.46,367.0,212.0,115.0,31.01,359.0,244.0
2026-07-20T14:31:13.397513+02:00,3.905,100.0,0,4440,157.0,41.35,370.0,213.0,117.0,30.99,362.0,245.0
2026-07-20T14:31:13.418988+02:00,3.926,100.0,0,4462,151.0,40.41,367.0,216.0,114.0,30.28,361.0,247.0
2026-07-20T14:31:13.441514+02:00,3.948,100.0,0,4484,151.0,40.95,365.0,214.0,114.0,30.74,360.0,246.0
2026-07-20T14:31:13.462953+02:00,3.970,100.0,0,4506,154.0,40.58,367.0,213.0,115.0,30.34,360.0,245.0
2026-07-20T14:31:13.486225+02:00,3.993,100.0,0,4528,153.0,40.61,367.0,214.0,114.0,30.47,360.0,246.0
2026-07-20T14:31:13.507122+02:00,4.014,107.0,1,4550,152.0,41.69,367.0,215.0,115.0,31.33,361.0,246.0
2026-07-20T14:31:13.529648+02:00,4.037,107.0,1,4572,155.0,40.28,365.0,210.0,118.0,30.42,360.0,242.0
2026-07-20T14:31:13.551155+02:00,4.058,107.0,1,4594,185.0,48.23,390.0,205.0,138.0,35.97,377.0,239.0
2026-07-20T14:31:13.573924+02:00,4.081,107.0,1,4616,175.0,46.71,380.0,205.0,131.0,34.66,370.0,239.0
2026-07-20T14:31:13.595251+02:00,4.102,107.0,1,4638,171.0,47.05,380.0,209.0,127.0,35.09,370.0,243.0
2026-07-20T14:31:13.617846+02:00,4.125,107.0,1,4660,166.0,48.87,375.0,209.0,125.0,36.41,367.0,242.0
2026-07-20T14:31:13.639133+02:00,4.146,107.0,1,4682,162.0,45.92,372.0,210.0,122.0,33.92,364.0,242.0
2026-07-20T14:31:13.661814+02:00,4.169,107.0,1,4704,164.0,45.51,374.0,210.0,124.0,33.96,367.0,243.0
2026-07-20T14:31:13.683000+02:00,4.190,107.0,1,4726,166.0,48.45,376.0,210.0,124.0,35.89,367.0,243.0
