# script: Stepped_tone_log.py
# csv_file: data/stepped_tone_2026-07-20_14-10-21.csv
# samplerate: 48000
# amplitude: 1.0
# output_device: Externe Kopfhörer
# port: /dev/cu.usbserial-1110
# baud: 115200
# tones: [100, 107, 115, 123, 143, 238, 241, 292, 306, 333, 495]
# dwell_s: 4.0
# notes_source: Notes/Baseplate/Baseplate_design.md, Notes/Coldplate/Coldplate.md
# run_timestamp_local: 2026-07-20T14:10:23.568000+02:00
wall_clock,t_rel_s,f_scheduled_hz,tone_index,arduino_t_ms,p2p_0,rms_0,vmax_0,vmin_0,p2p_1,rms_1,vmax_1,vmin_1
2026-07-20T14:10:24.534211+02:00,0.835,100.0,0,1395,27.0,6.73,296.0,269.0,20.0,5.25,307.0,287.0
2026-07-20T14:10:24.556953+02:00,0.857,100.0,0,1417,23.0,5.97,296.0,273.0,18.0,4.74,308.0,290.0
2026-07-20T14:10:24.578379+02:00,0.879,100.0,0,1439,26.0,6.41,298.0,272.0,20.0,4.96,310.0,290.0
2026-07-20T14:10:24.600648+02:00,0.901,100.0,0,1461,23.0,6.1,294.0,271.0,19.0,4.82,307.0,288.0
2026-07-20T14:10:24.621291+02:00,0.922,100.0,0,1482,22.0,5.78,295.0,273.0,17.0,4.52,307.0,290.0
2026-07-20T14:10:24.643620+02:00,0.944,100.0,0,1504,24.0,6.44,296.0,272.0,18.0,5.02,308.0,290.0
2026-07-20T14:10:24.668828+02:00,0.969,100.0,0,1525,24.0,6.04,294.0,270.0,18.0,4.8,306.0,288.0
2026-07-20T14:10:24.686829+02:00,0.987,100.0,0,1547,27.0,6.37,297.0,270.0,20.0,4.94,308.0,288.0
2026-07-20T14:10:24.708353+02:00,1.009,100.0,0,1569,24.0,5.71,297.0,273.0,18.0,4.42,308.0,290.0
2026-07-20T14:10:24.731362+02:00,1.032,100.0,0,1591,22.0,5.55,295.0,273.0,17.0,4.38,307.0,290.0
2026-07-20T14:10:24.751218+02:00,1.052,100.0,0,1612,23.0,6.02,296.0,273.0,18.0,4.69,308.0,290.0
2026-07-20T14:10:24.773709+02:00,1.074,100.0,0,1634,22.0,5.68,294.0,272.0,18.0,4.49,307.0,289.0
2026-07-20T14:10:24.796380+02:00,1.097,100.0,0,1655,23.0,6.13,294.0,271.0,19.0,4.81,307.0,288.0
2026-07-20T14:10:24.822078+02:00,1.122,100.0,0,1677,25.0,5.89,298.0,273.0,18.0,4.58,308.0,290.0
2026-07-20T14:10:24.842446+02:00,1.143,100.0,0,1699,22.0,5.8,295.0,273.0,17.0,4.55,307.0,290.0
2026-07-20T14:10:24.864946+02:00,1.165,100.0,0,1721,22.0,5.6,295.0,273.0,17.0,4.41,307.0,290.0
2026-07-20T14:10:24.884648+02:00,1.185,100.0,0,1742,24.0,5.79,294.0,270.0,19.0,4.6,307.0,288.0
2026-07-20T14:10:24.906427+02:00,1.207,100.0,0,1764,24.0,6.06,296.0,272.0,19.0,4.75,308.0,289.0
2026-07-20T14:10:24.926804+02:00,1.227,100.0,0,1785,22.0,5.72,296.0,274.0,16.0,4.39,307.0,291.0
2026-07-20T14:10:24.946957+02:00,1.247,100.0,0,1807,24.0,6.17,296.0,272.0,19.0,4.85,308.0,289.0
2026-07-20T14:10:24.968454+02:00,1.269,100.0,0,1829,23.0,6.53,296.0,273.0,19.0,5.12,309.0,290.0
2026-07-20T14:10:24.991358+02:00,1.292,100.0,0,1851,22.0,5.8,295.0,273.0,17.0,4.54,307.0,290.0
2026-07-20T14:10:25.011323+02:00,1.312,100.0,0,1872,23.0,5.63,295.0,272.0,18.0,4.45,307.0,289.0
2026-07-20T14:10:25.034720+02:00,1.335,100.0,0,1894,24.0,6.08,296.0,272.0,18.0,4.69,307.0,289.0
2026-07-20T14:10:25.054325+02:00,1.355,100.0,0,1915,21.0,5.89,295.0,274.0,17.0,4.62,307.0,290.0
2026-07-20T14:10:25.077035+02:00,1.377,100.0,0,1937,20.0,5.35,294.0,274.0,16.0,4.16,307.0,291.0
2026-07-20T14:10:25.100041+02:00,1.400,100.0,0,1959,21.0,5.31,294.0,273.0,17.0,4.18,307.0,290.0
2026-07-20T14:10:25.124941+02:00,1.425,100.0,0,1981,24.0,5.74,295.0,271.0,19.0,4.56,307.0,288.0
2026-07-20T14:10:25.141387+02:00,1.442,100.0,0,2002,24.0,5.72,296.0,272.0,19.0,4.48,308.0,289.0
2026-07-20T14:10:25.163808+02:00,1.464,100.0,0,2024,23.0,5.87,296.0,273.0,18.0,4.56,308.0,290.0
2026-07-20T14:10:25.184298+02:00,1.485,100.0,0,2045,26.0,7.01,297.0,271.0,21.0,5.53,309.0,288.0
2026-07-20T14:10:25.206927+02:00,1.507,100.0,0,2067,24.0,5.74,294.0,270.0,18.0,4.54,306.0,288.0
2026-07-20T14:10:25.228632+02:00,1.529,100.0,0,2089,27.0,6.1,298.0,271.0,20.0,4.77,308.0,288.0
2026-07-20T14:10:25.250792+02:00,1.551,100.0,0,2111,23.0,5.61,297.0,274.0,18.0,4.38,308.0,290.0
2026-07-20T14:10:25.271575+02:00,1.572,100.0,0,2132,21.0,5.02,293.0,272.0,16.0,3.95,306.0,290.0
2026-07-20T14:10:25.293888+02:00,1.594,100.0,0,2154,21.0,5.6,295.0,274.0,16.0,4.35,307.0,291.0
2026-07-20T14:10:25.315605+02:00,1.616,100.0,0,2176,21.0,5.64,294.0,273.0,17.0,4.36,307.0,290.0
2026-07-20T14:10:25.337985+02:00,1.638,100.0,0,2198,21.0,5.52,295.0,274.0,16.0,4.39,307.0,291.0
2026-07-20T14:10:25.360531+02:00,1.661,100.0,0,2221,20.0,5.33,294.0,274.0,15.0,4.14,306.0,291.0
2026-07-20T14:10:25.382074+02:00,1.682,100.0,0,2242,22.0,5.58,295.0,273.0,17.0,4.46,307.0,290.0
