# script: Chirp_sweep_log.py
# csv_file: data/chirp_sweep_2026-07-20_14-24-20.csv
# samplerate: 48000
# amplitude: 1.0
# output_device: Externe Kopfhörer
# port: /dev/cu.usbserial-1110
# baud: 115200
# sweep: {"f0": 20.0, "f1": 20000.0, "duration_s": 40.0, "type": "log"}
# run_timestamp_local: 2026-07-20T14:24:22.190447+02:00
wall_clock,t_rel_s,f_inst_hz,arduino_t_ms,p2p_0,rms_0,vmax_0,vmin_0,p2p_1,rms_1,vmax_1,vmin_1
2026-07-20T14:24:23.208970+02:00,0.903,23.38,1441,5.0,1.43,281.0,276.0,4.0,1.13,297.0,293.0
2026-07-20T14:24:23.231313+02:00,0.926,23.47,1463,6.0,1.48,282.0,276.0,5.0,1.22,298.0,293.0
2026-07-20T14:24:23.252346+02:00,0.947,23.55,1484,6.0,1.65,282.0,276.0,6.0,1.38,299.0,293.0
2026-07-20T14:24:23.274709+02:00,0.969,23.64,1506,3.0,0.95,280.0,277.0,2.0,0.74,297.0,295.0
2026-07-20T14:24:23.296229+02:00,0.991,23.73,1528,5.0,1.59,281.0,276.0,5.0,1.36,298.0,293.0
2026-07-20T14:24:23.318598+02:00,1.013,23.82,1550,4.0,1.06,280.0,276.0,3.0,0.88,297.0,294.0
2026-07-20T14:24:23.339233+02:00,1.034,23.91,1571,4.0,1.01,280.0,276.0,3.0,0.88,297.0,294.0
2026-07-20T14:24:23.361759+02:00,1.056,24.00,1593,4.0,1.05,280.0,276.0,3.0,0.86,297.0,294.0
2026-07-20T14:24:23.383406+02:00,1.078,24.09,1615,5.0,1.43,281.0,276.0,4.0,1.15,298.0,294.0
2026-07-20T14:24:23.405766+02:00,1.100,24.19,1637,4.0,0.95,280.0,276.0,3.0,0.8,297.0,294.0
2026-07-20T14:24:23.426187+02:00,1.121,24.27,1658,2.0,0.57,279.0,277.0,2.0,0.51,297.0,295.0
2026-07-20T14:24:23.448583+02:00,1.143,24.36,1680,5.0,1.53,281.0,276.0,4.0,1.14,298.0,294.0
2026-07-20T14:24:23.470522+02:00,1.165,24.46,1701,4.0,1.33,281.0,277.0,3.0,0.99,298.0,295.0
2026-07-20T14:24:23.491728+02:00,1.186,24.55,1723,3.0,0.96,279.0,276.0,3.0,0.77,297.0,294.0
2026-07-20T14:24:23.513259+02:00,1.208,24.64,1745,3.0,1.02,281.0,278.0,3.0,0.91,298.0,295.0
2026-07-20T14:24:23.535640+02:00,1.230,24.73,1767,5.0,1.37,281.0,276.0,4.0,1.18,298.0,294.0
